"Update","run","python -m pip install --upgrade pip\nsudo apt-get update\nhash -r\npip3 install -r requirements.txt > build.log\npip3 install flake8\npip3 install flake8-comprehensions\npip3 install pep8-naming\npip3 install -r dev-requirements.txt >> build.log\n","","OpenMined/PySyft","d73e0da24b4600342e225a7abe146798e8870108"
"Update","run","coverage run -m pytest -v test\n","[coverage]","OpenMined/PySyft","d73e0da24b4600342e225a7abe146798e8870108"
"Update","run","git diff --name-only ${{ github.base_ref }} examples/tutorials/translations/ examples/tutorials/translations/ > ./test/notebooks/git-diff.txt\npytest test/notebooks/test_notebooks.py::test_notebooks_basic_translations_diff\n[ -e ./test/notebooks/git-diff.txt ] && rm ./test/notebooks/git-diff.txt","","OpenMined/PySyft","8c9c2178b6e2998bd2b7cf7c22ca54a1c88863ff"
"Update","run","pytest test/notebooks/test_notebooks.py::test_notebooks_basic_translations","[pytest]","OpenMined/PySyft","91c8114e3cc669ff0657c76ce3d22386f8c3c413"
"Update","run","git config user.email \""noreply@github.com\""\ngit config user.name \""Gensim Docs Build\""\nif ! git diff --quiet @ ; then\n  git add .\n  branch=\""$GITHUB_HEAD_REF ($GITHUB_REF_NAME)\""\n  git commit -m \""Import rebuilt documentation for branch $branch\""\n  git format-patch @^\n  git bundle create prebuilt-docs-changes.bundle @^...@\n  git reset --mixed @^\n  git diff --exit-code --stat @\nfi\n","[git]","RaRe-Technologies/gensim","e9ee434ca88faa593dab5c05c02faca96b772aa1"
"Update","run","python --version\npip --version\npython setup.py build_ext --inplace\n","[setup.py]","RaRe-Technologies/gensim","73e8b6aad17fc935c3ae354d0515396e4871e252"
"Update","run","pytest -v gensim/test/test_word2vec.py gensim/test/test_keyedvectors.py --durations 0","[pytest]","RaRe-Technologies/gensim","73e8b6aad17fc935c3ae354d0515396e4871e252"
"Tree-Addition","run","run:python -m pip install --upgrade pip\npip install virtualenv\n","[pip]","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Tree-Addition","run","run:echo ::group::Set up dependencies\npython --version\npython -c \""import struct; print(struct.calcsize('P') * 8)\""\npython -m pip install -U pip setuptools wheel wheelhouse_uploader ${{ env.BUILD_DEPENDS }}\necho ::endgroup::\necho ::group::Build wheel\npython setup.py bdist_wheel\necho ::endgroup\necho ::group::Install run\nls dist\npython continuous_integration/install_wheel.py\necho ::endgroup::\n#\n# For consistency with the multibuild step.  The wheel uploader expects\n# the wheels to be under wheelhouse.\n#\nmv dist wheelhouse\n","","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Tree-Addition","run","run:#\n# FIXME: Why are these eggs here?\n#\n# These eggs prevent the wheel from building and running on Py3.10\n#\nfind . -type f -name \""*.egg\"" -exec rm -v {} \\;\npython -m venv test_environment\n","","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Tree-Addition","run","run:test_environment/Scripts/activate.bat\npython -m pip install --upgrade pip\npip install pytest testfixtures mock\npip install wheelhouse/*.whl\ncd test_environment\npython -c 'import gensim;print(gensim.__version__)'\npytest -rfxEXs --durations=20 --disable-warnings --showlocals --pyargs gensim\n","[test_environment/Scripts/activate.bat\npython]","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Update","run","run","[run]","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Update","run","run","[run]","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Update","run","run","[run]","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Update","run","run","[run]","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Update","run","python -m pip install --upgrade pip\npip install virtualenv\n","[pip]","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Update","run","echo ::group::Set up dependencies\npython --version\npython -c \""import struct; print(struct.calcsize('P') * 8)\""\npython -m pip install -U pip setuptools wheel wheelhouse_uploader ${{ env.BUILD_DEPENDS }}\necho ::endgroup::\necho ::group::Build wheel\npython setup.py bdist_wheel\necho ::endgroup\necho ::group::Install run\nls dist\npython continuous_integration/install_wheel.py\necho ::endgroup::\n#\n# For consistency with the multibuild step.  The wheel uploader expects\n# the wheels to be under wheelhouse.\n#\nmv dist wheelhouse\n","","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Update","run","#\n# FIXME: Why are these eggs here?\n#\n# These eggs prevent the wheel from building and running on Py3.10\n#\nfind . -type f -name \""*.egg\"" -exec rm -v {} \\;\npython -m venv test_environment\n","","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Update","run","test_environment/Scripts/activate.bat\npython -m pip install --upgrade pip\npip install pytest testfixtures mock\npip install wheelhouse/*.whl\ncd test_environment\npython -c 'import gensim;print(gensim.__version__)'\npytest -rfxEXs --durations=20 --disable-warnings --showlocals --pyargs gensim\n","[test_environment/Scripts/activate.bat\npython]","RaRe-Technologies/gensim","a60edb371def385e267faa48a4036fa25bb1697c"
"Tree-Addition","run","run:test_environment/Scripts/activate.bat\npip install pytest testfixtures mock\npip install wheelhouse/*.whl\ncd test_environment\npython -c 'import gensim;print(gensim.__version__)'\npytest -rfxEXs --durations=20 --disable-warnings --showlocals --pyargs gensim\n","[test_environment/Scripts/activate.bat\npip]","RaRe-Technologies/gensim","8de15b88461261877cf8497a5b34e456b4104207"
"Update","run",". test_environment/bin/activate\npip install pytest testfixtures mock\npip install wheelhouse/*.whl\ncd test_environment\npython -c 'import gensim;print(gensim.__version__)'\n#\n# This part relies on the wheel containing tests and required data.\n# If we remove that from the wheel, we'll need to rewrite this step.\n#\npytest -rfxEXs --durations=20 --disable-warnings --showlocals --pyargs gensim\n","[.]","RaRe-Technologies/gensim","8de15b88461261877cf8497a5b34e456b4104207"
"Update","run","test_environment/Scripts/activate.bat\npip install pytest testfixtures mock\npip install wheelhouse/*.whl\ncd test_environment\npython -c 'import gensim;print(gensim.__version__)'\npytest -rfxEXs --durations=20 --disable-warnings --showlocals --pyargs gensim\n","[test_environment/Scripts/activate.bat\npip]","RaRe-Technologies/gensim","8de15b88461261877cf8497a5b34e456b4104207"
"Update","run","pip install wheelhouse-uploader\nls wheelhouse/*.whl\npython -m wheelhouse_uploader upload --local-folder wheelhouse/ --no-ssl-check gensim-wheels --provider S3 --no-enable-cdn","[pip]","RaRe-Technologies/gensim","8de15b88461261877cf8497a5b34e456b4104207"
"Update","run","echo ::group::Set up Multibuild\nsource multibuild/common_utils.sh\nsource multibuild/travis_steps.sh\nsource config.sh\necho ::endgroup::\necho ::group::Before install\nbefore_install\necho ::endgroup::\necho ::group::Build wheel\nbuild_wheel $REPO_DIR ${{ matrix.PLAT }}\necho ::endgroup::\necho ::group::Install run\ninstall_run ${{ matrix.PLAT }}\necho ::endgroup::\n","[echo]","RaRe-Technologies/gensim","acbba2f9562b90e0abed3a210bddb0fb20c7d619"
"Update","run","echo ::group::Set up Multibuild\nsource multibuild/common_utils.sh\nsource multibuild/travis_steps.sh\nsource config.sh\necho ::endgroup::\necho ::group::Before install\nbefore_install\necho ::endgroup::\necho ::group::Build wheel\nbuild_wheel $REPO_DIR ${{ matrix.PLAT }}\necho ::endgroup::\necho ::group::Install run\ninstall_run ${{ matrix.PLAT }}\necho ::endgroup::\n","[echo]","RaRe-Technologies/gensim","1c355692045cdbaef36e6d901a7067066d559917"
"Update","run","echo ::group::Set up Multibuild\nsource multibuild/common_utils.sh\nsource multibuild/travis_steps.sh\nsource config.sh\necho ::endgroup::\necho ::group::Before install\nbefore_install\necho ::endgroup::\necho ::group::Build wheel\nbuild_wheel $REPO_DIR ${{ matrix.PLAT }}\necho ::endgroup::\necho ::group::Install run\ninstall_run ${{ matrix.PLAT }}\necho ::endgroup::\n","[echo]","RaRe-Technologies/gensim","acce8a21377d1f599f8b9ec56b10321c91d4109d"
"Update","run","echo \""PLAT: ${PLAT}\""\necho \""DOCKER_TEST_IMAGE: ${DOCKER_TEST_IMAGE}\""\necho \""TEST_DEPENDS: ${TEST_DEPENDS}\""\necho \""TRAVIS_OS_NAME: ${TRAVIS_OS_NAME}\""\necho \""SKIP_NETWORK_TESTS: ${SKIP_NETWORK_TESTS}\""\n","[echo]","RaRe-Technologies/gensim","7a7ffe4f3f2d63e8848502e0ad28ea43061e33bc"
"Update","run","pip install tox\nsudo apt-get update -y\nsudo apt-get install -y gdb\n","[pip]","RaRe-Technologies/gensim","9b196c3d065fa65c5cd60c3d24040757ded8e048"
"Update","run","ulimit -c unlimited -S","[ulimit]","RaRe-Technologies/gensim","9b196c3d065fa65c5cd60c3d24040757ded8e048"
"Update","run","echo \""deb https://dl.bintray.com/sbt/debian /\"" | sudo tee -a /etc/apt/sources.list.d/sbt.list\ncurl -sL \""https://keyserver.ubuntu.com/pks/lookup?op=get&search=0x2EE0EA64E40A89B84B2DF73499E82A75642AC823\"" | sudo apt-key add\nsudo apt-get update -y\nsudo apt-get install -y sbt\n","[echo, tee, apt-key]","RaRe-Technologies/gensim","109c88e840aa858454cd9de57fa7d8b5955cad17"
"Update","run","echo \""deb https://dl.bintray.com/sbt/debian /\"" | sudo tee -a /etc/apt/sources.list.d/sbt.list\ncurl -sL \""https://keyserver.ubuntu.com/pks/lookup?op=get&search=0x2EE0EA64E40A89B84B2DF73499E82A75642AC823\"" | sudo apt-key add\nsudo apt-get update -y\nsudo apt-get install -y sbt\n","[echo, tee, apt-key]","RaRe-Technologies/gensim","b287fd841c31d0dfa899d784da0bd5b3669e104d"
"Update","run","pip install tox","[pip]","SmartDataAnalytics/PyKEEN","f98806705125f2c01d57451f3ddec9fba26ba4ab"
"Update","run","pip install tox","[pip]","SmartDataAnalytics/PyKEEN","f98806705125f2c01d57451f3ddec9fba26ba4ab"
"Update","run","conda install pip setuptools wheel pytest sqlite\nconda install pytorch torchvision cudatoolkit=10.2 -c pytorch\npip install -e .[mlflow,wandb]\n","[conda]","SmartDataAnalytics/PyKEEN","9a510d8686228e24aab9e5a0bf7025eab9b65d74"
"Update","run","export PYTHONUSERBASE=$GITHUB_WORKSPACE/torch-${{ matrix.torch-version }}\npip install torch==${{ matrix.torch-version }}+cpu torchvision==${{ matrix.torchvision-version }}+cpu -f https://download.pytorch.org/whl/torch_stable.html\n","[export]","Tencent/ncnn","f597619e94c6315e2c6b7c327d5dea63a6cb8068"
"Update","run","export PYTHONUSERBASE=$GITHUB_WORKSPACE/torch-${{ matrix.torch-version }}\npip install pytest setuptools wheel twine\nmkdir build && cd build\ncmake -DCMAKE_BUILD_TYPE=Release -DNCNN_PYTHON=ON -DNCNN_BUILD_TOOLS=OFF -DNCNN_BUILD_EXAMPLES=OFF ..\ncmake --build . -j 4\ncd ..\npip install .\n","[export]","Tencent/ncnn","f597619e94c6315e2c6b7c327d5dea63a6cb8068"
"Update","run","export PYTHONUSERBASE=$GITHUB_WORKSPACE/torch-${{ matrix.torch-version }}\nexport OMP_NUM_THREADS=1\nexport MKL_NUM_THREADS=1\nexport MKL_ENABLE_INSTRUCTIONS=SSE4_2\ncd tools/pnnx\ncd build && ctest --output-on-failure -j 4","[export]","Tencent/ncnn","5ae827c745239119c607fa74d6eee0e304246938"
"Update","run","export PYTHONUSERBASE=$GITHUB_WORKSPACE/torch-${{ matrix.torch-version }}\nexport OMP_NUM_THREADS=1\nexport MKL_NUM_THREADS=1\ncd tools/pnnx\ncd build && ctest --output-on-failure -j 4","[export]","Tencent/ncnn","612806a919a88ff7320688d8e80cbf58efb1999a"
"Update","run","cd tools/pnnx\nmkdir build && cd build\ncmake -DCMAKE_BUILD_TYPE=Release ..\ncmake --build . -j 2\n","[cd, cd]","Tencent/ncnn","143258e3178808d792e108e3ab74562657410a1d"
"Update","run","pip install -U pip\npip install --find-link=. fate-secureprotocol\n","[pip]","WeBankFinTech/FATE","a01aa5783c66d7d1ff590b1c0dc75d4955c6abe4"
"Update","run","pip install -U pip\npip install --find-link=. fate_crypto\n","[pip]","WeBankFinTech/FATE","6a5f446b4e10a553d4415027a1f1ec9f1147f9bb"
"Update","run","git config --global user.name 'actions-bot'\ngit config --global user.email '58130806+actions-bot@users.noreply.github.com'\ngit commit -am \""[autopep8-command] fixes\""\ngit push\n","[git]","WeBankFinTech/FATE","102f7ba41ff2d366f60a1c9449b0b5f3149404c3"
"Update","run","git config --global user.name 'actions-bot'\ngit config --global user.email '58130806+actions-bot@users.noreply.github.com'\ngit commit -am \""[autopep8-command] fixes\""\ngit push\n","[git]","WeBankFinTech/FATE","6ddc3487645421ce5cc397c89ef1b901180f5448"
"Update","run","git config --global user.name 'actions-bot'\ngit config --global user.email '58130806+actions-bot@users.noreply.github.com'\ngit commit -am \""[autopep8-command] fixes\""\ngit push\n","[git]","WeBankFinTech/FATE","bf1e1c3136bdd2ce45d834273ce4cb5a2e69cd74"
"Tree-Addition","run","run:# extract version and name from patterm: pypi/<version>/<name>\necho ::set-output name=version::$(echo ${GITHUB_REF} | sed -E -e 's/refs\\/heads\\/pypi\\/(.*)\\/(develop|release)/\\1/g')\necho ::set-output name=name::$(echo ${GITHUB_REF} | sed -E -e 's/refs\\/heads\\/pypi\\/(.*)\\/(develop|release)/\\2/g')\n","","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","cd python/fate_client\nrm -f setup.py\n# clear README.rst\necho \""# fate client\"" > README.rst\n# bump fate client version\npoetry version ${{steps.extract.outputs.version}}\n# build package, saved in dist/\npoetry build\n","","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","ls -lh python/fate_client/dist/ python/fate_test/dist/","[ls]","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","pip install -U twine\ntwine check python/fate_client/dist/*\ntwine check python/fate_test/dist/*\n","[pip]","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","pip install -U pip\npip install python/fate_client/dist/fate_client-${{steps.extract.outputs.version}}.tar.gz\npip install python/fate_test/dist/fate_test-${{steps.extract.outputs.version}}.tar.gz\n","[pip]","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","twine upload --repository testpypi python/fate_client/dist/*\ntwine upload --repository testpypi python/fate_test/dist/*\n","[twine]","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","twine upload python/fate_client/dist/*\ntwine upload python/fate_test/dist/*\n","[twine]","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","run","[run]","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","# extract version and name from patterm: pypi/<version>/<name>\necho ::set-output name=version::$(echo ${GITHUB_REF} | sed -E -e 's/refs\\/heads\\/pypi\\/(.*)\\/(develop|release)/\\1/g')\necho ::set-output name=name::$(echo ${GITHUB_REF} | sed -E -e 's/refs\\/heads\\/pypi\\/(.*)\\/(develop|release)/\\2/g')\n","","WeBankFinTech/FATE","e820ffcdea3cfa5097852fd53e747194e50b6312"
"Update","run","uv pip install --system --verbose torch==2.3.0+cpu torchvision==0.18.0+cpu --extra-index-url https://download.pytorch.org/whl/cpu\n","[uv]","albu/albumentations","293903a7a01f2d2a7826a0520ba3c6a4c1e18497"
"Update","run","uv pip install --system --verbose torch==2.3.0 torchvision==0.18.0\n","[uv]","albu/albumentations","293903a7a01f2d2a7826a0520ba3c6a4c1e18497"
"Update","run","python -m pip install --upgrade pip","[pip]","albu/albumentations","033aefb1b24b1830fd70bea2e11599cbab220ba9"
"Update","run","python -m pip install --upgrade pip\npip cache purge\npip install requests\npip install .\n","[pip]","albu/albumentations","033aefb1b24b1830fd70bea2e11599cbab220ba9"
"Update","run","python -m pip install --upgrade pip","[pip]","albu/albumentations","cd50269a34a8f3c29b1814c509319873a4e61f58"
"Update","run","pip install .[tests]\n","[pip]","albu/albumentations","138bc5c1ea4e6b9a18472895297aa7d1c6b38ce4"
"Update","run","python tools/make_transforms_docs.py check README.md","[tools/make_transforms_docs.py]","albu/albumentations","138bc5c1ea4e6b9a18472895297aa7d1c6b38ce4"
"Update","run","python tools/make_used_by_docs.py check","[tools/make_used_by_docs.py]","albu/albumentations","138bc5c1ea4e6b9a18472895297aa7d1c6b38ce4"
"Update","run","pip install .[tests]\npip install imgaug\n","[pip]","albu/albumentations","be6a217b207b3d7ebe792caabb438d660b45f2a5"
"Update","run","pip install .[tests]","[pip]","albu/albumentations","e517d563fa56862a62dd62d9605a897d24a2cecc"
"Update","run","pip install flake8==5.0.3 flake8-docstrings==1.6.0 isort==5.11.5 mypy==0.991 types-PyYAML types-setuptools types-pkg-resources\n","[pip]","albu/albumentations","69be4e7544b3b4de17be49420270b656f4f70684"
"Update","run","pip install torch==1.8.1+cpu torchvision==0.9.1+cpu -f https://download.pytorch.org/whl/torch_stable.html\n","[pip]","albu/albumentations","592991f42bcc72f7e6ae06a398850291a35a88d2"
"Update","run","pip install torch==1.8.1 torchvision==0.9.1","[pip]","albu/albumentations","592991f42bcc72f7e6ae06a398850291a35a88d2"
"Update","run","pip install flake8==5.0.3 flake8-docstrings==1.6.0 mypy==0.971 isort==5.10.1 types-PyYAML==6.0.11 types-setuptools","[pip]","albu/albumentations","592991f42bcc72f7e6ae06a398850291a35a88d2"
"Update","run","pip install flake8==3.9.2 flake8-docstrings==1.6.0 mypy==0.910 isort==5.9.3 types-PyYAML==5.4.10 types-setuptools","[pip]","albu/albumentations","8428971dcb5de3f694c400c676cf5fb9029188bc"
"Update","run","pip install black==22.3.0","[pip]","albu/albumentations","8428971dcb5de3f694c400c676cf5fb9029188bc"
"Update","run","pip install black==21.9b0","[pip]","albu/albumentations","43201769f044e2f1bcd594a6e5c251903cf14c49"
"Update","run","pip install torch==1.7.1+cpu torchvision==0.8.2+cpu -f https://download.pytorch.org/whl/torch_stable.html\n","[pip]","albu/albumentations","0f76247d70eb7aecc8b8e6e95fb3661eb58c1fd3"
"Update","run","pip install torch==1.7.1 torchvision==0.8.2","[pip]","albu/albumentations","0f76247d70eb7aecc8b8e6e95fb3661eb58c1fd3"
"Update","run","pip install .[develop]","[pip]","albu/albumentations","0f76247d70eb7aecc8b8e6e95fb3661eb58c1fd3"
"Update","run","pip install \""pydocstyle<4.0.0\"" flake8 flake8-docstrings","","albu/albumentations","eb4c16330e7bb7a5797f4e26799c892c864e7d27"
"Update","run","conda create -y -p .venv python=${{ env.DEFAULT_PYTHON_VERSION }}\nconda activate ./.venv\nmake install TORCH_INSTALL=\""$TORCH_INSTALL\""\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\npip install --no-deps -e .[all]\nmake download-extras\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\ngit clone https://github.com/allenai/allennlp-models.git\ncd allennlp-models\npip install -e .[dev,all]\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\nconda list\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\npython scripts/check_torch_version.py\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\n${{ matrix.task.run }}\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","# Could run into issues with the cache if we don't uninstall the editable.\n# See https://github.com/pypa/pip/issues/4537.\nconda activate ./.venv\npip uninstall --yes allennlp allennlp-models\n","","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda create -y -p .venv python=${{ env.DEFAULT_PYTHON_VERSION }}\nconda activate ./.venv\nmake install TORCH_INSTALL=\""$TORCH_INSTALL\""\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\npip install --no-deps -e .[all]\nmake download-extras\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\npip freeze\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","# Verify that current version is ahead of the last release.\nconda activate ./.venv\nLATEST=$(scripts/get_version.py latest)\nCURRENT=$(scripts/get_version.py current)\nif [ \""$CURRENT\"" == \""$LATEST\"" ]; then\n    echo \""Current version needs to be ahead of latest release in order to build nightly release\"";\n    exit 1;\nfi\n# This is somewhat bizarre, but you can't set env variables to bash\n# commands in the action workflow - so we have to use this odd way of\n# exporting a variable instead.\necho \""ALLENNLP_VERSION_SUFFIX=dev$(date -u +%Y%m%d)\"" >> $GITHUB_ENV\n","","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","# Remove 'refs/tags/' to get the actual tag from the release.\nconda activate ./.venv\nTAG=${GITHUB_REF#refs/tags/};\nVERSION=$(scripts/get_version.py current)\nif [ \""$TAG\"" != \""$VERSION\"" ]; then\n    echo \""Bad tag or version. Tag $TAG does not match $VERSION\"";\n    exit 1;\nfi\n","","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","# Just print out the version for debugging.\nconda activate ./.venv\nmake version\npython setup.py bdist_wheel sdist\n","","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\npip uninstall --yes allennlp\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda create -y -p .venv python=${{ env.DEFAULT_PYTHON_VERSION }}\nconda activate ./.venv\nmake install TORCH_INSTALL=\""$TORCH_INSTALL\""\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\npip install --no-deps -e .[all]\nmake download-extras\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\nconda list\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\n./scripts/build_docs.sh\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","# Fail immediately if any step fails.\nset -e\nconda activate ./.venv\n\nLATEST=$(./scripts/get_version.py latest)\nSTABLE=$(./scripts/get_version.py stable)\n\ncd ~/allennlp-docs/\n\necho \""Updating latest/index.html to point to $LATEST\""\nmkdir -p latest\ncat >latest/index.html << EOL\n<!DOCTYPE html>\n<html>\n  <head>\n    <meta http-equiv=\""Refresh\"" content=\""0; url=/${LATEST}/\"" />\n  </head>\n  <body>\n    <p>Please follow <a href=\""/${LATEST}/\"">this link</a>.</p>\n  </body>\n</html>\nEOL\n\necho \""Updating stable/index.html to point to $STABLE\""\nmkdir -p stable\ncat >stable/index.html << EOL\n<!DOCTYPE html>\n<html>\n  <head>\n    <meta http-equiv=\""Refresh\"" content=\""0; url=/${STABLE}/\"" />\n  </head>\n  <body>\n    <p>Please follow <a href=\""/${STABLE}/\"">this link</a>.</p>\n  </body>\n</html>\nEOL\n","","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","conda activate ./.venv\npip uninstall --yes allennlp\n","[conda]","allenai/allennlp","ea4a53ca02e4535f18b2318a9b3a10581a241088"
"Update","run","test -d .venv || virtualenv -p $(which python) --copies --reset-app-data .venv\n. .venv/bin/activate\nmake install TORCH_INSTALL=\""$TORCH_INSTALL\""\n","[virtualenv]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run",". .venv/bin/activate\npip install --no-deps -e .\nmake download-extras\n","[.]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run",". .venv/bin/activate\ngit clone https://github.com/allenai/allennlp-models.git\ncd allennlp-models\npip install --upgrade --upgrade-strategy eager -e . -r dev-requirements.txt\n","[.]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run",". .venv/bin/activate\nwhich python\npip freeze\n","[.]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run",". .venv/bin/activate\npython scripts/check_torch_version.py\n","[.]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run",". .venv/bin/activate\n${{ matrix.task.run }}\n","[.]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run","# Could run into issues with the cache if we don't uninstall the editable.\n# See https://github.com/pypa/pip/issues/4537.\n. .venv/bin/activate\npip uninstall --yes allennlp allennlp-models\n","","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run","echo \""PYTHON_VERSION=$(python --version)\"" >> $GITHUB_ENV\necho \""RUNNER_ARCH=$(uname -m)\"" >> $GITHUB_ENV\necho \""WEEK_NUMBER=$(date +%V)\"" >> $GITHUB_ENV\n","","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run","test -d .venv || virtualenv -p $(which python) --copies --reset-app-data .venv\n. .venv/bin/activate\nmake install TORCH_INSTALL=\""$TORCH_CPU_INSTALL\""\n","[virtualenv]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run",". .venv/bin/activate\npip install --no-deps -e .\nmake download-extras\n","[.]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run",". .venv/bin/activate\nwhich python\npip freeze\n","[.]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run","# Verify that current version is ahead of the last release.\n. .venv/bin/activate\nLATEST=$(scripts/get_version.py latest)\nCURRENT=$(scripts/get_version.py current)\nif [ \""$CURRENT\"" == \""$LATEST\"" ]; then\n    echo \""Current version needs to be ahead of latest release in order to build nightly release\"";\n    exit 1;\nfi\n# This is somewhat bizarre, but you can't set env variables to bash\n# commands in the action workflow - so we have to use this odd way of\n# exporting a variable instead.\necho \""ALLENNLP_VERSION_SUFFIX=dev$(date -u +%Y%m%d)\"" >> $GITHUB_ENV\n","","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run","# Remove 'refs/tags/' to get the actual tag from the release.\n. .venv/bin/activate\nTAG=${GITHUB_REF#refs/tags/};\nVERSION=$(scripts/get_version.py current)\nif [ \""$TAG\"" != \""$VERSION\"" ]; then\n    echo \""Bad tag or version. Tag $TAG does not match $VERSION\"";\n    exit 1;\nfi\n","","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run","# Just print out the version for debugging.\n. .venv/bin/activate\nmake version\npython setup.py bdist_wheel sdist\n","","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run",". .venv/bin/activate\npip uninstall --yes allennlp\n","[.]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Update","run","echo \""PYTHON_VERSION=$(python --version)\"" >> $GITHUB_ENV\necho \""RUNNER_ARCH=$(uname -m)\"" >> $GITHUB_ENV\necho \""WEEK_NUMBER=$(date +%V)\"" >> $GITHUB_ENV\n","","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
